Sentence_id,Season,Episode,Episode_num,Episode_id,Character,Line
1909,1910,1,Rick_Potion_9,6,6,Summer:,"You know, the thing about a shark... he's got lifeless eyes... black eyes, like a doll's eyes, When he comes at ya, he doesn't seem to be living until he bites ya, and then the -- the blood, and the red, and the water..."
1910,1911,1,Rick_Potion_9,6,6,Jerry:,[ Sighs ] You ever wonder what happened to Rick and Morty?
1911,1912,1,Rick_Potion_9,6,6,Beth:,"Sometimes, But, I'm ashamed to admit, now that they're gone, I'm finally happy,"
1912,1913,1,Rick_Potion_9,6,6,Cronenberg Rick:,"Here we are, Cronenberg Morty -- a reality where everyone in the world got genetically Cronenberged, We'll fit right in, Cronenberg Morty, It'll be like we never even left Cronenberg world,"
1913,1914,1,Rick_Potion_9,6,6,Cronenberg Morty:,"Yeah, Cronenberg Rick, but, you know, I'm gonna miss Cronenberg world, because everyone was cronenberged all along like us from the beginning, you know? I mean, I-I wish we hadn't genetically ruined Cronenberg world beyond repair like we did, you know, and turned everyone into regular, normal people just walking around,"
1914,1915,1,Rick_Potion_9,6,6,Cronenberg Rick:,"Don't you worry about that sort of thing, Cronenberg Morty, Let's go make ourselves at home, huh? "
1915,1916,1,Raising_Gazorpazorp,7,7,Rick:,"Look, I'm not paying 70 smidgens for a broken defraculator,"
1916,1917,1,Raising_Gazorpazorp,7,7,Alien:,"That is multiphase quantum resonator,"
1917,1918,1,Raising_Gazorpazorp,7,7,Rick:,"Well, does it defraculate?"
1918,1919,1,Raising_Gazorpazorp,7,7,Alien:,"- No,"
1919,1920,1,Raising_Gazorpazorp,7,7,Rick:,"Then -- then -- then it's a broken defraculator,"
1920,1921,1,Raising_Gazorpazorp,7,7,Alien:,"Like you would even know dick about fraculation! Your planet just got cellphones, and the coverage still sucks!"
1921,1922,1,Raising_Gazorpazorp,7,7,Rick:,"Yeah, yeah, and your species eat sulfur, So, let's say 60 smidgens, I tell you what -- I'll do you a favor, I'll throw in a fart,"
1922,1923,1,Raising_Gazorpazorp,7,7,Morty:,"Hey, uh, Rick, um, you think maybe I could get something from this place, like a souvenir, like, just to have ---like, something cool, you know?"
1923,1924,1,Raising_Gazorpazorp,7,7,Rick:,"Not here, Morty, We'll stop somewhere else, because, you know, there's always another pawn shop,"
1924,1925,1,Raising_Gazorpazorp,7,7,Morty:,"Oh, okay I just, um -- you know, I thought that robot over there looked pretty cool, you know?"
1925,1926,1,Raising_Gazorpazorp,7,7,Rick:,"Oh, it looks cool, huh? That's why you want it?"
1926,1927,1,Raising_Gazorpazorp,7,7,Morty:,"Yeah! You know, I mean, it's different from the stuff on earth, and, you know, you take me to all these crazy places across the galaxy, and, you know,I don't really have anything to to remember all those trips by it'd be kind of cool, like a souvenir, You know, like, what if you passed away or died or something? I wouldn't even have anything to remember all the cool stuff we did, you know?"
1927,1928,1,Raising_Gazorpazorp,7,7,Rick:,"Okay, 60 for the resonator, and my grandson wants the sex robot,"
1928,1929,1,Raising_Gazorpazorp,7,7,Summer:,"So, we're just going to pretend this isn't happening? I'm not saying that's a bad idea -- just asking,"
1929,1930,1,Raising_Gazorpazorp,7,7,Jerry:,"Rick, why would you let Morty bring that thing into our house?!"
1930,1931,1,Raising_Gazorpazorp,7,7,Rick:,"I don't know, What do you want from me? He thi-- he thou-- he thou-- he th-- he thought it looked cool, You know what I mean?"
1931,1932,1,Raising_Gazorpazorp,7,7,Morty:,"Whew! [ Gulping ] Ahh, All right, Back to -- back to -- b-back upstairs, [ Footsteps depart, door closes in distance ] [ Rhythmic creaking ]"
1932,1933,1,Raising_Gazorpazorp,7,7,Jerry:,"Well, I'm intervening,"
1933,1934,1,Raising_Gazorpazorp,7,7,Beth:,"Intervening with puberty? You'll turn him into Ralph Fiennes in ""Red Dragon,"" He's at that age, Let's just be proud of him,"
1934,1935,1,Raising_Gazorpazorp,7,7,Summer:,"Jesus, Did I really set the bar that low?"
1935,1936,1,Raising_Gazorpazorp,7,7,Morty:,"Um, Rick, could you come with me, please -- q-quickly?"
1936,1937,1,Raising_Gazorpazorp,7,7,Beth:,"Okay, now if we hear squeaking, we intervene, [ Warbling ]"
1937,1938,1,Raising_Gazorpazorp,7,7,Rick:,"Where's the sex robot, Morty?"
1938,1939,1,Raising_Gazorpazorp,7,7,Morty:,"That is Gwendolyn -- I-I mean, the robot! She started beeping and then transformed and tried to fly away!"
1939,1940,1,Raising_Gazorpazorp,7,7,Rick:,"Strange -- that's usually the man's job, You know what I'm talking about, Morty? Wubba-lubba-dub-dub! [ Laughs ] Morty that's my catchphrase, remember? Remember -- remember how I -- how I cemented that catchphrase? All right, All right, seriously, though, let me grab this thing, [ Grunts ] Come on, you rascal,"
1940,1941,1,Raising_Gazorpazorp,7,7,Beth:,"Okay, unacceptable! Oh,"
1941,1942,1,Raising_Gazorpazorp,7,7,Jerry:,What is going on?
1942,1943,1,Raising_Gazorpazorp,7,7,Rick:,"All right, Uh-oh,"
1943,1944,1,Raising_Gazorpazorp,7,7,Beth:,"""Uh-oh""? What is that?!"
1944,1945,1,Raising_Gazorpazorp,7,7,Rick:,"Hmm, I think Morty's robot was designed for more than long weekends, Genetic compiler, incubation chamber, Yep, This here's some kind of baby maker, and that there's half Morty, half [ Burps ] Who -- who knows wh-what? It's my bad, guys, I'll -- I'll take care of it,"
1945,1946,1,Raising_Gazorpazorp,7,7,Beth:,"Grandpa Rick, no, no!"
1946,1947,1,Raising_Gazorpazorp,7,7,Jerry:,"Whoa, whoa, whoa!"
1947,1948,1,Raising_Gazorpazorp,7,7,Beth:,"Dad, What do you think you're doing?!"
1948,1949,1,Raising_Gazorpazorp,7,7,Rick:,"Hey, listen -- you guys quarantined the house when Summer brought olives back from Mexico, I mean, this thing could grow to the size of Delaware, I mean, it might eat brains and exhale space aids, We got to be careful,"
1949,1950,1,Raising_Gazorpazorp,7,7,Morty:,"I lost the chance to be careful, Rick, I'm a father now! You know, it's time for me to be responsible, Isn't that right..."
1950,1951,1,Raising_Gazorpazorp,7,7,Rick:,Don't name it!
1951,1952,1,Raising_Gazorpazorp,7,7,Morty:,Morty Jr ?
1952,1953,1,Raising_Gazorpazorp,7,7,Rick:,"Oh, crap, He named it,"
1953,1954,1,Raising_Gazorpazorp,7,7,Beth:,"Well, dad, it's a living thing, and it's half human,"
1954,1955,1,Raising_Gazorpazorp,7,7,Jerry:,"And it was born on american soil, which entitles it to --"
1955,1956,1,Raising_Gazorpazorp,7,7,Beth:,"Jerry, majoring in civics was your mistake, Don't punish for it,"
1956,1957,1,Raising_Gazorpazorp,7,7,Rick:,"Fine, I'm gonna take this thing to my workshop and do a little bit of investigating, Do not let that thing out of your sight, It looks harmless now, but it could grow into something dangerous,"
1957,1958,1,Raising_Gazorpazorp,7,7,Jerry:,"Like the insane clown posse,"
1958,1959,1,Raising_Gazorpazorp,7,7,Rick:,"Yeah, Good one, Jerry, 2003 just called, It wants its easy target back,"
1959,1960,1,Raising_Gazorpazorp,7,7,Morty:,"Ohh, He's like a little me! Y-you don't think he'll turn into a monster,,,do you?"
1960,1961,1,Raising_Gazorpazorp,7,7,Beth:,"They always do,"
1961,1962,1,Raising_Gazorpazorp,7,7,Jerry:,"Hey, uh, 1995 called! They want their ""Certain year called wanting its 'blank' back"" Formula back!"
1962,1963,1,Raising_Gazorpazorp,7,7,Beth:,"Why, Jerry? Why expend the effort?"
1963,1964,1,Raising_Gazorpazorp,7,7,Jerry:,"Life is effort, and I'll stop when I die!"
1964,1965,1,Raising_Gazorpazorp,7,7,Rick:,Out
1965,1966,1,Raising_Gazorpazorp,7,7,Summer:,Whatcha doin'?
1966,1967,1,Raising_Gazorpazorp,7,7,Rick:,"Well, I can't solve the problem my way, thanks to your family's primitive biological hang-ups, Gross, I might have just touched one of Morty's loads, But maybe I can find suitable parents for Morty Jr, on this robot's home world, which is... Gazorpazorp in the Andromeda system Scoot, Summer,"
1967,1968,1,Raising_Gazorpazorp,7,7,Summer:,Don't you need a new companion now that Morty's in the family way?
1968,1969,1,Raising_Gazorpazorp,7,7,Rick:,"I don't do adventures with chicks, Summer,"
1969,1970,1,Raising_Gazorpazorp,7,7,Summer:,"Oh, right -- because there's something about having a wiener that would make me better at walking through a hole? Aaaaaaaaaaaaah!"
1970,1971,1,Raising_Gazorpazorp,7,7,Rick:,"Oh, crap,"
1971,1972,1,Raising_Gazorpazorp,7,7,Summer:,Grandpa Rick! Ugh! Help! Help! Aah! Aah! [ Roars ]
1972,1973,1,Raising_Gazorpazorp,7,7,Summer:,Aaaaaaaaaaaaaaaaah! Grandpa Rick!
1973,1974,1,Raising_Gazorpazorp,7,7,Rick:,Still think it's a good idea to go through holes without a wiener?
1974,1975,1,Raising_Gazorpazorp,7,7,Summer:,"I want to go home,"
1975,1976,1,Raising_Gazorpazorp,7,7,Rick:,"Yeah, no duh, Ugh!"
1976,1977,1,Raising_Gazorpazorp,7,7,Summer:,[ Gasps ] [ All snarling ]
1977,1978,1,Raising_Gazorpazorp,7,7,Rick:,"Great, Now I have to take over a whole planet because of your stupid boobs,"
1978,1979,1,Raising_Gazorpazorp,7,7,Jerry:,"You're doing great Morty,"
1979,1980,1,Raising_Gazorpazorp,7,7,Morty:,"Really? You think? I mean, I'm not doing much of anything, What do I do if it cries?"
1980,1981,1,Raising_Gazorpazorp,7,7,Beth:,"Then you put it down and let it cry itself out,"
1981,1982,1,Raising_Gazorpazorp,7,7,Jerry:,"Yeah, right, We tried that technique on Summer, and she's gonna end up stripping, Isn't she? Yes, she is, She's gonna strip for attention because she was denied it,"
1982,1983,1,Raising_Gazorpazorp,7,7,Beth:,"Stop filling it with your own insecurity, You're gonna turn it into Morty -- uh, mm -- more -- more -- more -- more of you,"
1983,1984,1,Raising_Gazorpazorp,7,7,Jerry:,"Well, we can't all be raised like reptiles by a mentally ill scientist... What the -- aah! Aah! [ Crying ]"
1984,1985,1,Raising_Gazorpazorp,7,7,Beth:,"Listen to me, I am not rewarding this behavior,"
1985,1986,1,Raising_Gazorpazorp,7,7,Morty:,"Knock it off, both of you! G-give me him! Give me my baby! You're both nuts! I'm gonna raise Morty Jr, myself! ♪ Where's your hands? ♪ ♪ There's your hands ♪ ♪ And that's how we play handy hands ♪"
1986,1987,1,Raising_Gazorpazorp,7,7,Jerry:,"Oh, you are going to ruin that kid, Morty,"
1987,1988,1,Raising_Gazorpazorp,7,7,Beth:,"At least we can agree on that,"
1988,1989,1,Raising_Gazorpazorp,7,7,Scene Action:,[ All snarling ] [ Growling ]
1989,1990,1,Raising_Gazorpazorp,7,7,Rick:,"Thanks, dum-dum, [ Roars ]"
1990,1991,1,Raising_Gazorpazorp,7,7,Rick:,"I said, ""Rhanks, dum-dum,"" Go get more, Summer, put your burka on!"
1991,1992,1,Raising_Gazorpazorp,7,7,Summer:,"That burka is a human-rights violation, and I spent a lot on this top,"
1992,1993,1,Raising_Gazorpazorp,7,7,Rick:,"Look, I'm trying to repair a p-portal gun with a bunch of sex-doll parts, and I have to do it one-handed to keep these belushis from carting you off, The least you could do is be ashamed of your gender,"
1993,1994,1,Raising_Gazorpazorp,7,7,Summer:,"Ugh, What's the deal with this place? Why is it such a sausage planet, and how did such backward idiots invent robots?"
1994,1995,1,Raising_Gazorpazorp,7,7,Rick:,"Obviously, at some point, the Gazorpians became so evolved that they replaced females with birthing machines, The resultant lack of distraction and hen-pecking allowed them to focus entirely on war, so they bombed themselves back to the stone age, and now they just fight with each other over fake [ Bleep ] with sticks and rocks all day long,"
1995,1996,1,Raising_Gazorpazorp,7,7,Summer:,You think it's efficient to get rid of women?
1996,1997,1,Raising_Gazorpazorp,7,7,Rick:,"You ever see a line for the men's room? Are you hear-- do you li-- do you hear me, Summer?"
1997,1998,1,Raising_Gazorpazorp,7,7,Scene Action:,"[ Rumbling ] Droppin' loads,"
1998,1999,1,Raising_Gazorpazorp,7,7,All:,"Droppin' loads! Droppin' loads,"
1999,2000,1,Raising_Gazorpazorp,7,7,Rick:,"The plot thickens,"
2000,2001,1,Raising_Gazorpazorp,7,7,Scene Action:,[ All shouting indistinctly ]
2001,2002,1,Raising_Gazorpazorp,7,7,Rick:,"Uh, you might want to cover your eyes, Summer,"
2002,2003,1,Raising_Gazorpazorp,7,7,Summer:,"Yeah, like it was my dream to watch,"
2003,2004,1,Raising_Gazorpazorp,7,7,Scene Action:,"[ All murmuring ] Yeah, baby!"
2004,2005,1,Raising_Gazorpazorp,7,7,Rick:,"Summer, grab -- grab hold,"
2005,2006,1,Raising_Gazorpazorp,7,7,Scene Action:,"Yeah, baby!"
2006,2007,1,Raising_Gazorpazorp,7,7,Rick:,Aaaah!
2007,2008,1,Raising_Gazorpazorp,7,7,Summer:,"Grandpa Rick, where are we going?"
2008,2009,1,Raising_Gazorpazorp,7,7,Rick:,"Well, obviously, Summer, it appears the lower tier of this society is being manipulated through sex and advanced technology by a hidden ruling class, Sound familiar?"
2009,2010,1,Raising_Gazorpazorp,7,7,Summer:,"[ Gasps ] Ticketmaster,"
2010,2011,1,Raising_Gazorpazorp,7,7,Rick:,"Oh, there -- there we go, Summer, Hey -- hey, brother, Hey, bro, Nice racket you got going on here, Listen, I'm Rick Sanchez from Earth dimension C-137, Don't mean you any harm, Coming in peace, It's all cool in the, uh -- ""Good in the neighborhood"" is what I was trying to come -- is what I meant, Oh, I get it -- the old behind-every-great-man Amazon twist,"
2011,2012,1,Raising_Gazorpazorp,7,7,Gazorpazorpian:,Silence!
2012,2013,1,Raising_Gazorpazorp,7,7,Rick:,[ Choking ] [ Coughs ]
2013,2014,1,Raising_Gazorpazorp,7,7,Gazorpazorpian:,"Your slave is ill-mannered,"
2014,2015,1,Raising_Gazorpazorp,7,7,Summer:,My slave?
2015,2016,1,Raising_Gazorpazorp,7,7,Gazorpazorpian:,"We assume you are from a more primitive world, where men are still permitted to be servants, If he is a rogue male, tell us now and we will kill him,"
2016,2017,1,Raising_Gazorpazorp,7,7,Summer:,"He's my slave, He's my slave, He's definitely my slave,"
2017,2018,1,Raising_Gazorpazorp,7,7,Rick:,"[ Chokes ] Ugh! Ohh! Oh-ho-ho! Oh, boy, What's the opposite of ""Wubba-lubba-dub-dubs""? Am I right, ladies and gentlemen? Are you guys kidding me?"
2018,2019,1,Raising_Gazorpazorp,7,7,Morty:,"Oh, Morty Jr,! you're gonna be a special little guy, aren't you? You -- oh, yeah, You're my special little guy, Ohh, Ohh! Ha ha! Mortimer Smith Jr: Da,"
2019,2020,1,Raising_Gazorpazorp,7,7,Morty:,"What was that, Morty Jr,? Were you gonna say, ""Dada""? Say, ""Dada,"" Mortimer Smith Jr: Death!"
2020,2021,1,Raising_Gazorpazorp,7,7,Morty:,"""Dada,"""
2021,2022,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,Damnation!
2022,2023,1,Raising_Gazorpazorp,7,7,Morty:,"Um ""Dada""?"
2023,2024,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,"Destruction, Domination,"
2024,2025,1,Raising_Gazorpazorp,7,7,Jerry:,"[ Clears throat ] Nice,"
2025,2026,1,Raising_Gazorpazorp,7,7,Overhead:,"The spider in sector ""C"" is still alive, Plan your route accordingly and expect delays, We're not telling you what to do, We're just sharing how we feel, And now weather -- is anyone else cold, or is it just me?"
2026,2027,1,Raising_Gazorpazorp,7,7,Mar-sha:,"I am Mar-sha, ruler of Gazorpazorp, I am here if you need to talk,"
2027,2028,1,Raising_Gazorpazorp,7,7,Summer:,"What is this place? Paradise,"
2028,2029,1,Raising_Gazorpazorp,7,7,Mar-sha:,"We built it during the great passive-aggression, when the females separated from the males due to their increasingly destructive behavior, I am here if you need to talk, I am here if you need to talk, From here, we dispense mechanical surrogates to maintain our population, Fertilized surrogates are returned here to our nursery, The females are placed into educational programs where they can discover a service to our paradise that fulfills them most, Males... they get to play outside,"
2029,2030,1,Raising_Gazorpazorp,7,7,Summer:,"That was just a baby,"
2030,2031,1,Raising_Gazorpazorp,7,7,Mar-sha:,"And within a day, he'll be an adult male Gazorpian -- one of the most aggressively violent creatures in the universe,"
2031,2032,1,Raising_Gazorpazorp,7,7,Rick:,"Wait a minute, We're here because a male Gazorpian was born on our planet,"
2032,2033,1,Raising_Gazorpazorp,7,7,Summer:,"You speak when you're spoken to, ding-a-ling! It's true, though -- one of your babies was born on earth,"
2033,2034,1,Raising_Gazorpazorp,7,7,Mar-sha:,Are you the ruler of this Earth?
2034,2035,1,Raising_Gazorpazorp,7,7,Summer:,"How did you know? The quality of your top,"
2035,2036,1,Raising_Gazorpazorp,7,7,Summer:,"Do you love it? Mar-sha: I love it, - I'm here if you need to talk, - I'm here if you need to talk,"
2036,2037,1,Raising_Gazorpazorp,7,7,Summer:,"I'm here if you need to talk,"
2037,2038,1,Raising_Gazorpazorp,7,7,Mar-sha:,"If the Gazorpian is male, your earth is in grave danger, We will give you passage back home so it can be terminated, But first, Mojitos,"
2038,2039,1,Raising_Gazorpazorp,7,7,Rick:,"We don't have time for Mojitos,"
2039,2040,1,Raising_Gazorpazorp,7,7,Summer:,"You are insulting them,"
2040,2041,1,Raising_Gazorpazorp,7,7,Rick:,"I don't care, Summer! This place is the worst! I want to go home!"
2041,2042,1,Raising_Gazorpazorp,7,7,Summer:,"Well, it really doesn't matter what you want, because this is a sane place where women rule,"
2042,2043,1,Raising_Gazorpazorp,7,7,Rick:,"Yeah, You know what I have to say about that?"
2043,2044,1,Raising_Gazorpazorp,7,7,Scene Action:,[ Farting ]
2044,2045,1,Raising_Gazorpazorp,7,7,Scene Action:,[ All gasp ]
2045,2046,1,Raising_Gazorpazorp,7,7,Mar-sha:,I cannot believe my ears!
2046,2047,1,Raising_Gazorpazorp,7,7,Rick:,"[ Farting continues ] Whoo, boy! Who let the frogs out, huh?"
2047,2048,1,Raising_Gazorpazorp,7,7,Summer:,"Grandpa! Mar-sha: Grandpa? That sounds patriarchal! It means ""Father of fathers,"" Then this one is not your slave, and your Earth is yet another planet dominated by men,"
2048,2049,1,Raising_Gazorpazorp,7,7,Rick:,"It's not dominated by us, okay? On Earth, men and women are equals,"
2049,2050,1,Raising_Gazorpazorp,7,7,Summer:,Equals?! We make 70% of your salary for the same job!
2050,2051,1,Raising_Gazorpazorp,7,7,Mar-sha:,Seize them!
2051,2052,1,Raising_Gazorpazorp,7,7,Rick:,"Whoa! Was this really the time to make that point, Summer?"
2052,2053,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,"This is for you, daddy,"
2053,2054,1,Raising_Gazorpazorp,7,7,Morty:,"Oh, man! Um, okay, Listen to me, Morty Jr, I've got to tell you something very important, okay? Killing is bad -- bad!"
2054,2055,1,Raising_Gazorpazorp,7,7,Scene Action:,[ Giggles ]
2055,2056,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,"You're silly, daddy,"
2056,2057,1,Raising_Gazorpazorp,7,7,Morty:,"No, Morty Jr, I'm being serious, okay? You need to put your energy into something else, I mean, what about dancing? Would you like to learn how to dance?"
2057,2058,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,"I'd like to dance -- on the graves of my enemies,"
2058,2059,1,Raising_Gazorpazorp,7,7,Morty:,"Ohh! No, Morty Jr,!"
2059,2060,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,"Daddy, can I go outside?"
2060,2061,1,Raising_Gazorpazorp,7,7,Morty:,No! Absolutely not!
2061,2062,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,"But that's where all the people and the animals are,"
2062,2063,1,Raising_Gazorpazorp,7,7,Morty:,"Yeah, but you can't go out there because the -- the air is poisonous for you! You will die -- you'll die instantly if you ever leave this house! You hear me?"
2063,2064,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,For real?
2064,2065,1,Raising_Gazorpazorp,7,7,Morty:,"For real times a million, buddy, So, let's just stay inside, and, you know, let's try dancing, right? Look at me, Yay! Look, We're gonna dance, Come on, Join -- dance with me here, We love to dance,"
2065,2066,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,Why do we love to dance?
2066,2067,1,Raising_Gazorpazorp,7,7,Morty:,Because I said so!
2067,2068,1,Raising_Gazorpazorp,7,7,Scene Action:,[ Crying ]
2068,2069,1,Raising_Gazorpazorp,7,7,Beth:,"Nice,"
2069,2070,1,Raising_Gazorpazorp,7,7,Jerry:,"Nice, [ Indistinct conversations ]"
2070,2071,1,Raising_Gazorpazorp,7,7,Veronica:,"So, what are you in for?"
2071,2072,1,Raising_Gazorpazorp,7,7,Rick:,"Because I got -- I got a big, you know, penis between my legs, What -- what -- what are you in for?"
2072,2073,1,Raising_Gazorpazorp,7,7,Veronica:,"The worst crime a female can commit, Mar-sha: Veronica Ann Bennett, I find you guilty of having bad bangs,"
2073,2074,1,Raising_Gazorpazorp,7,7,Gazorpazorpian:,You ever notice the ones with bad bangs always have three names?
2074,2075,1,Raising_Gazorpazorp,7,7,Mar-sha:,You are hereby sentenced to the silent treatment!
2075,2076,1,Raising_Gazorpazorp,7,7,Scene Action:,[ All gasp ]
2076,2077,1,Raising_Gazorpazorp,7,7,Rick:,"Pfft! This is gonna be cake, No, Jackie!"
2077,2078,1,Raising_Gazorpazorp,7,7,Mar-sha:,"Rick and Summer of Earth, for the crimes of treason against womankind and for creating the sound of which we do not speak because it does not exist, you are hereby sentenced to --"
2078,2079,1,Raising_Gazorpazorp,7,7,Rick:,"What, what, what -- a night on the couch?"
2079,2080,1,Raising_Gazorpazorp,7,7,Mar-sha:,"Death,"
2080,2081,1,Raising_Gazorpazorp,7,7,Rick:,"Ooh, gerp,"
2081,2082,1,Raising_Gazorpazorp,7,7,Summer:,"I hate you so much right now,"
2082,2083,1,Raising_Gazorpazorp,7,7,Mar-sha:,"This will be the first instance of capital punishment in our society in 500 years due to our awesomeness, so we are forced to improvise, We placed a large boulder on that ledge,"
2083,2084,1,Raising_Gazorpazorp,7,7,Rick:,Holy shit! Y-y-you're gonna crush us with a boulder?!
2084,2085,1,Raising_Gazorpazorp,7,7,Mar-sha:,"No! Stop interrupting! The boulder falls onto a lever that will launch knives,"
2085,2086,1,Raising_Gazorpazorp,7,7,Rick:,"What? Just give me a gun, I'll kill myself,"
2086,2087,1,Raising_Gazorpazorp,7,7,Mar-sha:,"Stop interrupting! The knives will -- fine! You were right the first time, okay? The boulder crushes you, I just didn't want to admit you were right, Happy? No, just ignore them, Ignore them, Such an asshole,"
2087,2088,1,Raising_Gazorpazorp,7,7,Rick:,"Look, I'm sorry, Summer, I feel bad that I let you drag us into this, I wish I could have been a better grandpa to you, and, you know, for what it's worth, that is a really nice, cute top that you're wearing there,"
2088,2089,1,Raising_Gazorpazorp,7,7,Summer:,"Top, My top! My top -- the same top you complimented earlier! Look -- look at the tag, Read it, It says, ""Marc Jacobs,"""
2089,2090,1,Raising_Gazorpazorp,7,7,Mar-sha:,"Marc? Jacob? These are names of the penis,"
2090,2091,1,Raising_Gazorpazorp,7,7,Summer:,"Yes, An Earth man made this top, Maybe on your planet, separation of the genders is the right thing to do, but on Earth, a certain percentage of our males are born gay, which is why my clothes are better than all of yours,"
2091,2092,1,Raising_Gazorpazorp,7,7,Mar-sha:,"A man made something fashionable? It's true, and sometimes the truth hurts, but it must be accepted, like if I told you that you're using the wrong color foundation for your skin and it ends at your neck, making you look like a party clown,"
2092,2093,1,Raising_Gazorpazorp,7,7,Summer:,"Okay, ouch, Noted, But the fact remains if you impose Gazorpazorp's laws on earth, you're no better than the men whose farts shall remain unspoken, And if you think my top is cute, you cannot execute,"
2093,2094,1,Raising_Gazorpazorp,7,7,Scene Action:,[ All gasp ]
2094,2095,1,Raising_Gazorpazorp,7,7,Mar-sha:,"Very well, Give the Earth people a spacecraft so they may head back to their weird planet, where women are kind of equal but not really,"
2095,2096,1,Raising_Gazorpazorp,7,7,Rick:,"Good job, Summer, and thanks, girls, You know, you girls are really something, I'll tell you that, You know when we first got there, I was like -- Give them a ship now,"
2096,2097,1,Raising_Gazorpazorp,7,7,Morty:,"Morty Jr,! Smoking?! That is not okay!"
2097,2098,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,What are you gonna do -- ground me? I can't go outside anyway!
2098,2099,1,Raising_Gazorpazorp,7,7,Morty:,"So what?! You could do things inside! You could play guitar, You could masturbate,"
2099,2100,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,"I don't want to masturbate, I want to conquer the planet!"
2100,2101,1,Raising_Gazorpazorp,7,7,Morty:,"Oh, here we go again! You know, who do you think is gonna love you if you conquer the planet, Morty Jr,?!"
2101,2102,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,Love -- that's all you care about! What about weapons?! What about domination of the enemy?!
2102,2103,1,Raising_Gazorpazorp,7,7,Morty:,"All right, that's it -- no more history channel! This TV is for cartoons and video games only!"
2103,2104,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,I hate video games!
2104,2105,1,Raising_Gazorpazorp,7,7,Morty:,"You take that back! Give it to me! Ugh! I-I-I didn't mean -- I didn't mean that, I didn't mean to do that, I'm sorry,"
2105,2106,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,I can't take this anymore! I'd rather breathe poison than live another minute with you!
2106,2107,1,Raising_Gazorpazorp,7,7,Morty:,"No! No, no, no! Stop!"
2107,2108,1,Raising_Gazorpazorp,7,7,Scene Action:,[ Breathing deeply ]
2108,2109,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,My life has been a lie! God is dead! The government's lame! Thanksgiving is about killing indians! Jesus wasn't born on Christmas! They moved the date! It was a pagan holiday!
2109,2110,1,Raising_Gazorpazorp,7,7,Morty:,"Oh, dad!"
2110,2111,1,Raising_Gazorpazorp,7,7,Jerry:,"Yes, Morty?"
2111,2112,1,Raising_Gazorpazorp,7,7,Morty:,"My son is gonna take over the planet, and I am too young to drive! Can you help me get him back?!"
2112,2113,1,Raising_Gazorpazorp,7,7,Jerry:,"[ Clears throat ] I suppose, Morty, I suppose, But first, a deep sip from a very tall glass of ""I told you so ,"""
2113,2114,1,Raising_Gazorpazorp,7,7,Scene Action:,[ Gulping ]
2114,2115,1,Raising_Gazorpazorp,7,7,Morty:,"Oh, my god! Please, dad! Come on!"
2115,2116,1,Raising_Gazorpazorp,7,7,Scene Action:,"[ Dog barking in distance ] ♪ Runnin' wild, runnin' hot, burnin' inside ♪ ♪ With the youth in the blood and the age ♪ ♪ And the heat and the fire in your pants, open wide ♪ ♪ You're gonna run from the damn cold ♪ ♪ But you can't run from your youth ♪ [ Roaring ] [ Tires screech ] [ People screaming ] [ Tires screech ] [ Screaming continues ]"
2116,2117,1,Raising_Gazorpazorp,7,7,Morty:,"Dad, there he is!"
2117,2118,1,Raising_Gazorpazorp,7,7,Scene Action:,[ Roars ]
2118,2119,1,Raising_Gazorpazorp,7,7,Jerry:,"Oh, god, Hey, stop that!"
2119,2120,1,Raising_Gazorpazorp,7,7,Morty:,"Oh, my god! Oh, my god! Dad!"
2120,2121,1,Raising_Gazorpazorp,7,7,Scene Action:,[ Roars ]
2121,2122,1,Raising_Gazorpazorp,7,7,Morty:,"Morty Jr,, no! It's me! It's dad, It's okay! Put the car down, Morty Jr, No! No! ♪ Wh-where's your hands? ♪ ♪ Where's your hands? ♪"
2122,2123,1,Raising_Gazorpazorp,7,7,Jerry:,My car!
2123,2124,1,Raising_Gazorpazorp,7,7,Mortimer Smith Jr:,♪ And that's how we play handy hands ♪
2124,2125,1,Raising_Gazorpazorp,7,7,Rick:,"Out of the -- out of the way, Morty!"
2125,2126,1,Raising_Gazorpazorp,7,7,Morty:,No!
2126,2127,1,Raising_Gazorpazorp,7,7,Rick:,"Morty, that's one of the most violently aggressive creatures in the universe!"
2127,2128,1,Raising_Gazorpazorp,7,7,Morty:,"He's my son! And if you hurt him, you'll have to kill me, Rick!"
