Sentence_id,Season,Episode,Episode_num,Episode_id,Character,Line,Line_no_stopwords
2248,2248,1,Rixty_Minutes,8,8,Jerry:,"It's a fun game for fun families, Hey, could I get those goggles back ?",fun game fun families hey could get goggles back
2255,2255,1,Rixty_Minutes,8,8,Jerry:,"Come on, Time's up, I'm taming a lion, No, wait, There are film cameras, I might be a lion tamer in a movie, You get the idea, I work with lions,",come time taming lion wait film cameras might lion tamer movie get idea work lions
2259,2259,1,Rixty_Minutes,8,8,Jerry:,"Give me a break, We're not heroes for having unprotected sex on prom night,",give break heroes unprotected sex prom night
2261,2261,1,Rixty_Minutes,8,8,Jerry:,"Well, now that we know you think the tables are turning, we know you thought there were unturned tables,",well know think tables turning know thought unturned tables
2263,2263,1,Rixty_Minutes,8,8,Jerry:,"All this time, you've been thinking, ""What if that loser, Jerry, hadn't talked me out of the abortion?"" Well, now you know you'd be a doctor, Whoop-de-do, You'd also be drinking wine alone in a house full of exotic birds, And I'd be on Dicaprio's yacht, banging Kristen Stewart,",time thinking `` loser jerry talked abortion well know doctor whoop-de-do also drinking wine alone house full exotic birds dicaprio yacht banging kristen stewart
2266,2266,1,Rixty_Minutes,8,8,Jerry:,"Yeah, you're welcome,",yeah welcome
2272,2272,1,Rixty_Minutes,8,8,Jerry:,"That show ""Ball Fondlers"" sounded kind of interesting,",show `` ball fondlers sounded kind interesting
2274,2274,1,Rixty_Minutes,8,8,Jerry:,"What?! they're having fun in there, What do you guys want from me? Every family on this block has to wonder if they're together by choice, Our family just has interdimensional goggles to show us for a fact that we're not,",fun guys want every family block wonder together choice family interdimensional goggles show us fact
2311,2311,1,Rixty_Minutes,8,8,Jerry:,"Well, we -- we blew a tire on the way to the clinic,",well blew tire way clinic
2313,2313,1,Rixty_Minutes,8,8,Jerry:,"Which is either code for crystal meth or a gateway to it,",either code crystal meth gateway
2327,2327,1,Rixty_Minutes,8,8,Jerry:,"God,",god
2329,2329,1,Rixty_Minutes,8,8,Jerry:,"Well, your mother and I are gonna be spending some time apart, Morty, And your sister found out she was an unwanted pregnancy,",well mother gonna spending time apart morty sister found unwanted pregnancy
2348,2348,1,Rixty_Minutes,8,8,Jerry:,"I thought it was cool,",thought cool
2365,2365,1,Rixty_Minutes,8,8,Jerry:,"Wait, This is an actual movie?",wait actual movie
2372,2372,1,Rixty_Minutes,8,8,Jerry:,"Well, somebody in hollywood just lost their job,",well somebody hollywood lost job
2374,2374,1,Rixty_Minutes,8,8,Jerry:,"I wrote and directed that? What am I, nuts?",wrote directed nuts
2377,2377,1,Rixty_Minutes,8,8,Jerry:,"Hey, if your mother and I had to split custody, who would you guys chose?",hey mother split custody would guys chose
2380,2380,1,Rixty_Minutes,8,8,Jerry:,"Don't even think about it,",even think
2382,2382,1,Rixty_Minutes,8,8,Jerry:,"It's my life, and we're watching it,",life watching
2384,2384,1,Rixty_Minutes,8,8,Jerry:,Where the hell am I going?,hell going
2388,2388,1,Rixty_Minutes,8,8,Actor Jerry:,"Beth Sanchez, I have been in love with you since high school, I hate acting, I hate cocaine, I hate Kristen Stewart, I wish you hadn't gotten that abortion, and I've never stopped thinking about what might have been,",beth sanchez love since high school hate acting hate cocaine hate kristen stewart wish gotten abortion never stopped thinking might
2397,2397,1,Rixty_Minutes,8,8,Jerry:,"Well, how does that work? I mean, do the butts look like little apartments inside?",well work mean butts look like little apartments inside
2402,2402,1,Rixty_Minutes,8,8,Jerry:,"Ooh, family vacation!",ooh family vacation
2407,2407,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Well, I mean, traditionally, science fairs are a father-son thing,",well mean traditionally science fairs father-son thing
2412,2412,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Yes! You backed the right horse on this one, son, We'll get out the crayons, brew some coffee, and knock this thing out in two or three days,",yes backed right horse one son get crayons brew coffee knock thing two three days
2417,2417,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Maybe Rick can give you a ride, I'm helping Morty with science,",maybe rick give ride helping morty science
2449,2449,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Why don't we do a model of the solar system? That's what my dad did with me when I was your age,",model solar system dad age
2451,2451,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"You know, Rick's in his lab, making cyborgs and wormholes and all that weird stuff, but this is real science, A man and his boy, making planets, Hey, how about we use a ping-pong ball for Pluto? And then Jupiter --",know rick lab making cyborgs wormholes weird stuff real science man boy making planets hey use ping-pong ball pluto jupiter
2453,2453,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"  Of course Pluto's a planet, son, I learned that in the third grade,",course pluto planet son learned third grade
2455,2455,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Morty, nobody changed the planets,",morty nobody changed planets
2457,2457,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Yeah, I heard about that, Morty, And I disagree,",yeah heard morty disagree
2459,2459,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"That's right, It's possible to disagree in science, Morty, Pluto was a planet, Some committee of fancy assholes disagree, I disagree back, Give me a ping-pong ball,",right possible disagree science morty pluto planet committee fancy assholes disagree disagree back give ping-pong ball
2461,2461,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,Go find Rick and go over my head about Pluto?,go find rick go head pluto
2463,2463,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Oh, Okay, good, This is gonna be fun,",oh okay good gonna fun
2471,2471,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,What are you guys talking about?,guys talking
2473,2473,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"You asked him if Pluto's a planet, didn't you?",asked pluto planet
2476,2476,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Shut up, Rick, I don't care what anyone says, If I can be a planet, it can be a planet again, Planet, Planet, planet, planet,",shut rick care anyone says planet planet planet planet planet planet
2507,2507,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"I told you, I want to file a declaration that Pluto is a planet, Well, then my son's going to fail his science class, and when that happens, I'm suing you first, I think I know what the ""A"" in NASA stands for,",told want file declaration pluto planet well son going fail science class happens suing first think know `` nasa stands
2509,2509,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Ain't no game, sucka,",ai game sucka
2511,2511,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Sure, sure, and why don't we just burn Galileo at the stake for saying the sun is round? Science isn't always easy, Morty,",sure sure burn galileo stake saying sun round science always easy morty
2512,2512,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,Whoa!,whoa
2514,2514,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,What the hell?!,hell
2517,2517,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"I was -- you know, sometimes science is about conviction, King Flippy Nips: It'd like to introduce you to a few people that very much agree with you,",know sometimes science conviction king flippy nips like introduce people much agree
2518,2518,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Oh, I...",oh
2520,2520,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"  Um... Pluto's a planet,",um pluto planet
2522,2522,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Pluto's a bleep planet, bitch!",pluto bleep planet bitch
2544,2544,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Pluto is a planet,",pluto planet
2595,2595,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"All right, just one more rally, then I promise we'll get back to your science project,",right one rally promise get back science project
2597,2597,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Yeah, that's what that anti-planet nut job Scroopy Noopers was screaming about outside the ministry of money's fundraiser, Are you telling me four billion Plutonians are wrong?",yeah anti-planet nut job scroopy noopers screaming outside ministry money fundraiser telling four billion plutonians wrong
2599,2599,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"I said science isn't always easy, Obviously, that means sometimes it is easy, Let's not debase ourselves with word games, son,",said science always easy obviously means sometimes easy let debase word games son
2601,2601,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Ha! You called it a planet, Checkmate,",ha called planet checkmate
2603,2603,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"My very eager mother just served us nine pickles, and the ""pickles"" is Pluto, Plutonian: My God, the man's a genius,",eager mother served us nine pickles `` pickles pluto plutonian god man genius
2605,2605,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Morty, what?",morty
2607,2607,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Well, son, what did you think when you were 5 and you pooped your pants, and you threw your poopy undies out your bedroom window because you thought it was like throwing something in the garbage?   I mean, I'm trimming the hedges, and these things are just hanging there, Was I supposed to think the poop bunny left them?",well son think 5 pooped pants threw poopy undies bedroom window thought like throwing something garbage mean trimming hedges things hanging supposed think poop bunny left
2617,2617,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"I'm flattered and humbled,",flattered humbled
2625,2625,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Did he call you ""father""? Scroopy Noopers, the anti-planet nut job, is your son?",call `` father scroopy noopers anti-planet nut job son
2628,2628,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Pluto is...   Not a planet,",pluto planet
2630,2630,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Ow! It's not a planet, Hey! It's not a planet! I'm an idiot, and I love my son,",ow planet hey planet idiot love son
2641,2641,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,Hey!,hey
2642,2642,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Hey, Morty,",hey morty
2644,2644,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Uh,,,some people just can't handle the truth, Especially dummies like me, Morty, I'm not as smart as your grandpa Rick, but I promise never to make that your problem again,",uh people ca handle truth especially dummies like morty smart grandpa rick promise never make problem
2646,2646,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Wow, That's... humbling and flattering, son, Thank you, Let's say we finish ourselves an eight-planet solar system?",wow humbling flattering son thank let say finish eight-planet solar system
2650,2650,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"Oh, I -- I think I understand,",oh think understand
2652,2652,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"I get it, Say no more,",get say
2654,2654,1,Something_Ricked_This_Way_Comes,9,9,Jerry:,"I got it! Noted, Good night,",got noted good night
2695,2695,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,Should be making us a whole restaurant.,making us whole restaurant
2699,2699,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,Hey! What the heck?,hey heck
2701,2701,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Wait, no!",wait
2714,2714,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"-give you anything! I have a rare antique coin collection, just don't hurt me!   Okay, maybe not antique, but it was a limited minting. They have little R2D2s instead of George Washingtons.",-give anything rare antique coin collection hurt okay maybe antique limited minting little r2d2s instead george washingtons
2716,2716,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,You hate me for buying those coins!,hate buying coins
2808,2808,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Uh, hello? ",uh hello
2810,2810,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Rick! Heyy. Haha, what's- what's up?",rick heyy haha
2814,2814,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Rick, no! Mortyyyy!",rick mortyyyy
2855,2855,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,Ugh.,ugh
2857,2857,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Leave me alone, I'm working!",leave alone working
2859,2859,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,Ugh. I'm- I'm in between advertising jobs.,ugh advertising jobs
2861,2861,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"W-well, it's a little more complicated than that...",w-well little complicated
2863,2863,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"  Dude, are you... wh- you're being a dick, right?",dude wh- dick right
2865,2865,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,You're really a Rick?,really rick
2868,2868,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Hey, he looks a lot like Eric Stoltz from the movie 'Mask.' You know, the one with Cher in it?",hey looks lot like eric stoltz movie know one cher
2878,2878,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"According to who? Other versions of you? If I've learned one thing, it's that before you get anywhere in life, you gotta stop listening to yourself. ",according versions learned one thing get anywhere life gotta stop listening
2880,2880,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,The fact that you feel that way makes you the best Rick of them all.,fact feel way makes best rick
2931,2931,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,It's incredible what a gifted mind can accomplish when priorities are in order!,incredible gifted mind accomplish priorities order
2934,2934,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Hey, uh. C'mere, uh. I-I wanna show you something. ",hey uh uh i-i wan na show something
2936,2936,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Okay, look. Everybody makes fun of me for getting these, but... you're a genius scientist, what do you think? There's little R2D2s where the George Washingtons should be!",okay look everybody makes fun getting genius scientist think little r2d2s george washingtons
2938,2938,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,  How long are you staying?,long staying
2940,2940,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,  I found mine. I found mine.,found mine found mine
2980,2980,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"W-w-well, does it have to? Heh, you, you look just like Rick. We could maybe... you know... get rid of him? I'm not saying kill him, necessarily, I-I'm also not saying necessarily not kill him, but-",w-w-well heh look like rick could maybe know get rid saying kill necessarily i-i also saying necessarily kill but-
3018,3018,1,Close_Rick-counters_of_the_Rick_Kind,10,10,Jerry:,"Nothing! I was just, um, checking the smoke detectors.",nothing um checking smoke detectors
3027,3027,1,Ricksy_Business,11,11,Jerry:,"Let's lose the 'tude, please, It's supposed to be romantic,",let lose please supposed romantic
3033,3033,1,Ricksy_Business,11,11,Jerry:,"Wait, What?",wait
3035,3035,1,Ricksy_Business,11,11,Jerry:,"Not one thing out of place,",one thing place
3037,3037,1,Ricksy_Business,11,11,Jerry:,"Not a single thing,",single thing
3059,3059,1,Ricksy_Business,11,11,Jerry:,"A rail system seems archaic for an attraction this impressive, Are you sure the ship will sink?",rail system seems archaic attraction impressive sure ship sink
3061,3061,1,Ricksy_Business,11,11,Jerry:,"Look, it's the line for the bow!",look line bow
3063,3063,1,Ricksy_Business,11,11,Jerry:,"Well, it's not the ""King of the world"" bit, That's Jack and Fabrizio, This is where Rose says, ""I'm flying, Jack!"" but whatever, I can be the only one to do it alone,",well `` king world bit jack fabrizio rose says `` flying jack whatever one alone
3067,3067,1,Ricksy_Business,11,11,Jerry:,"So... you're a Titanic fanatic? Oh, yes,",titanic fanatic oh yes
3069,3069,1,Ricksy_Business,11,11,Jerry:,"Happy to help... Rose,",happy help rose
3121,3121,1,Ricksy_Business,11,11,Jerry:,"Oh, Rose,",oh rose
3123,3123,1,Ricksy_Business,11,11,Jerry:,Is that what I think it is?,think
3125,3125,1,Ricksy_Business,11,11,Jerry:,"I can't wait to do that with Beth,",ca wait beth
3127,3127,1,Ricksy_Business,11,11,Jerry:,Look!,look
3136,3136,1,Ricksy_Business,11,11,Jerry:,No! No! What happened?!,happened
3207,3207,1,Ricksy_Business,11,11,Jerry:,"Great, Not only is the ship not sinking, but now the fourth wall has been broken,",great ship sinking fourth wall broken
3211,3211,1,Ricksy_Business,11,11,Jerry:,"  I would have liked to see it, This trip has been a ""Titanic"" failure, Get it?",would liked see trip `` titanic failure get
3213,3213,1,Ricksy_Business,11,11,Jerry:,"Oh, boy, Lucy, wow, Uh, this isn't what I had in mind,",oh boy lucy wow uh mind
3215,3215,1,Ricksy_Business,11,11,Jerry:,"Um, not like this, Not -- not with you,",um like
3217,3217,1,Ricksy_Business,11,11,Jerry:,Aah!,aah
3253,3253,1,Ricksy_Business,11,11,Jerry:,"Uh, almost, I haven't quite captured your beautiful eyes,",uh almost quite captured beautiful eyes
3255,3255,1,Ricksy_Business,11,11,Jerry:,Beth!,beth
3257,3257,1,Ricksy_Business,11,11,Jerry:,"What does a rapist look like exactly, Beth? Is it a Slavic man wearing a denim jacket with a patchy beard and the scent of cheap champagne wafting over his blister-pocked lips?",rapist look like exactly beth slavic man wearing denim jacket patchy beard scent cheap champagne wafting blister-pocked lips
3259,3259,1,Ricksy_Business,11,11,Jerry:,"  I'm not going to fit, Beth, listen to me, You're going to get out of here, You're gonna go on, and --",going fit beth listen going get gonna go
3261,3261,1,Ricksy_Business,11,11,Jerry:,"It's not a door, Beth, It's debris,",door beth debris
3263,3263,1,Ricksy_Business,11,11,Jerry:,"Yeah, Okay,",yeah okay
3350,3350,2,A_Rickle_in_Time,1,12,Jerry:,"...A THING OR TWO ABOUT... wait, what? Was the house...? When we pulled up I could have sworn the house was completely trashed. ",thing two wait house pulled could sworn house completely trashed
3359,3359,2,A_Rickle_in_Time,1,12,Jerry:,"This better not be a bribe. If I find a single thing out of place in this house, my love of ice cream won't save you. I'll get my jacket. ",better bribe find single thing place house love ice cream wo save get jacket
3366,3366,2,A_Rickle_in_Time,1,12,Jerry:,"Yeah, I like it this way. I'm not stupid. ",yeah like way stupid
3430,3430,2,A_Rickle_in_Time,1,12,Jerry:,Cold Stone Creamery is the best. What should we do with our remaining twenty dollars? ,cold stone creamery best remaining twenty dollars
3434,3434,2,A_Rickle_in_Time,1,12,Jerry:,I hit a deer! W-we have to tell the cops you were driving. ,hit deer w-we tell cops driving
3436,3436,2,A_Rickle_in_Time,1,12,Jerry:,This is Rum Raisin! ,rum raisin
3439,3439,2,A_Rickle_in_Time,1,12,Jerry:,"Well, do we- do I uh, get a big rock? Or-- ",well we- uh get big rock
3441,3441,2,A_Rickle_in_Time,1,12,Jerry:,"I thought that's what a man's supposed to say, it's not like I could have actually done it. ",thought man supposed say like could actually done
3443,3443,2,A_Rickle_in_Time,1,12,Jerry:,"It's okay, this is just something that happens. And even if we were in a hospital, what could we do, you're a horse surgeon, not a deer surgeon. ",okay something happens even hospital could horse surgeon deer surgeon
3445,3445,2,A_Rickle_in_Time,1,12,Jerry:,Well don't different animals- ,well different animals-
3447,3447,2,A_Rickle_in_Time,1,12,Jerry:,Oh God... ,oh god
3449,3449,2,A_Rickle_in_Time,1,12,Jerry:,Yes Beth. ,yes beth
3488,3488,2,A_Rickle_in_Time,1,12,Jerry:,"Uh, yeah, I was there, you don't have to rub it in. ",uh yeah rub
3530,3530,2,A_Rickle_in_Time,1,12,Jerry:,She normally works on horses. ,normally works horses
3608,3608,2,A_Rickle_in_Time,1,12,Jerry:,"Honey, it's gonna be okay. These men are from the Cervine Institute of Elk, Moose Deer and Stag. They can take this deer to a helicopter and fly it to the country's top deer surgeon on a wildlife reserve across the state border, where your jurisdiction ends. ",honey gonna okay men cervine institute elk moose deer stag take deer helicopter fly country top deer surgeon wildlife reserve across state border jurisdiction ends
3655,3655,2,A_Rickle_in_Time,1,12,Jerry:,"Look, I know I was kind of a nuisance today. I know it's my fault we hit the deer, and I know you wanted to be the one to save it.  ",look know kind nuisance today know fault hit deer know wanted one save
3657,3657,2,A_Rickle_in_Time,1,12,Jerry:,Hmm... you'd have to be pretty petty. But you'd still be the woman I married. ,hmm pretty petty still woman married
3659,3659,2,A_Rickle_in_Time,1,12,Jerry:,One last stop. ,one last stop
3661,3661,2,A_Rickle_in_Time,1,12,Jerry:,There is no helicopter and there is no Cervine Institute. ,helicopter cervine institute
3663,3663,2,A_Rickle_in_Time,1,12,Jerry:,I'm looking at her. Thanks for F.D.'ing me up like that. ,looking thanks f.d like
3668,3668,2,A_Rickle_in_Time,1,12,Jerry:,Thanks to Cold Stone Creamery. ,thanks cold stone creamery
3711,3711,2,A_Rickle_in_Time,1,12,Jerry:,"Um, hold the phone, where did you guys get those necklaces from? Uh, Lady Gaga, table for three, am I right? ",um hold phone guys get necklaces uh lady gaga table three right
3713,3713,2,A_Rickle_in_Time,1,12,Jerry:,"Are you guys Power Rangers? But only on one small part of your necks? Hey, do those things need batteries? Were they included? Clean up in the fruit isle! Not in a homophobic way though, they're just fruity necklaces is all I was saying. ",guys power rangers one small part necks hey things need batteries included clean fruit isle homophobic way though fruity necklaces saying
3718,3718,2,A_Rickle_in_Time,1,12,Jerry:,"Somebody call the planet of Tron, we have three Tron people over here. But seriously, are these Halloween costumes? Are you going as motorcycles? With green headlights instead of normal ones? Are you dogs? Robot dogs? Gosh, you guys are lame. Are those chokers from the 90's? What is this, a 90's nostalgia thing? Are you guys in that movie ""The Craft"" with Fairuza Balk? ",somebody call planet tron three tron people seriously halloween costumes going motorcycles green headlights instead normal ones dogs robot dogs gosh guys lame chokers 90 90 nostalgia thing guys movie `` craft fairuza balk
3741,3741,2,Mortynight_Run,2,13,Jerry:,"Oh, you still use 'south' in space? ",oh still use space
3743,3743,2,Mortynight_Run,2,13,Jerry:,What are you talking about? We agreed a boy's father should be present when he's learning to drive. ,talking agreed boy father present learning drive
3745,3745,2,Mortynight_Run,2,13,Jerry:,  Cool! Looks like I'm comin' along for an adventure! ,cool looks like comin along adventure
3753,3753,2,Mortynight_Run,2,13,Jerry-Sitter:,Well look at this fella.   Aren't you handsome? ,well look fella handsome
3754,3754,2,Mortynight_Run,2,13,Jerry:,Thank you! I'm Jerry.   ,thank jerry
3755,3755,2,Mortynight_Run,2,13,Jerry-Sitter:,"  Oh, I know you are. Did you come here in a spaceship? ",oh know come spaceship
3757,3757,2,Mortynight_Run,2,13,Jerry:,"I'm travelling with my son and father-in-law. Uh, wait, are they coming? ",travelling son father-in-law uh wait coming
3758,3758,2,Mortynight_Run,2,13,Jerry-Sitter:,"Oh, they'll be back soon. ",oh back soon
3761,3761,2,Mortynight_Run,2,13,Pajama Jerry:,I don't know how this works! ,know works
3762,3762,2,Mortynight_Run,2,13,Underpants Jerry:,Help me! ,help
3763,3763,2,Mortynight_Run,2,13,Jerry:,What the hell? ,hell
3764,3764,2,Mortynight_Run,2,13,Pajama Jerry:,"I know, right? ",know right
3765,3765,2,Mortynight_Run,2,13,Tuxedo Jerry:,"  Oh, what the hell? ",oh hell
3766,3766,2,Mortynight_Run,2,13,Jerry:,"I know, right? ",know right
3850,3850,2,Mortynight_Run,2,13,Jerry:,"Hi, I'm sorry, I think there was a misunderstanding. I'm an adult and would like to go home, please. ",hi sorry think misunderstanding adult would like go home please
3851,3851,2,Mortynight_Run,2,13,Jerry-Sitter:,Well of course! Right through that tube.   ,well course right tube
3853,3853,2,Mortynight_Run,2,13,Jerry-Sitter:,You're doing great! ,great
3854,3854,2,Mortynight_Run,2,13,Jerry:,  Whoooooaaaa! ,whoooooaaaa
3856,3856,2,Mortynight_Run,2,13,Pink-shirt Jerry:,Marco?   Marco? ,marco marco
3857,3857,2,Mortynight_Run,2,13,Other Jerry:,Come find me. ,come find
3858,3858,2,Mortynight_Run,2,13,Pink-shirt Jerry:,Marco?   ,marco
3860,3860,2,Mortynight_Run,2,13,Jerry:,You guys are enjoying this? Don't you feel a little... patronized? ,guys enjoying feel little patronized
3864,3864,2,Mortynight_Run,2,13,Other Jerry:,Beeeth. ,beeeth
3865,3865,2,Mortynight_Run,2,13,Jerry:,"Oh, come on, this is ridiculous! ",oh come ridiculous
3867,3867,2,Mortynight_Run,2,13,Jerry:,Aw... Beth... ,aw beth
3869,3869,2,Mortynight_Run,2,13,Jerrys:,Oh! Yes! Definitely! ,oh yes definitely
3872,3872,2,Mortynight_Run,2,13,Jerry:,The factory tint setting is always too high!   ,factory tint setting always high
3873,3873,2,Mortynight_Run,2,13,Other Jerry:,Out of my way! ,way
3874,3874,2,Mortynight_Run,2,13,Another Jerry:,The factory tint setting is always too high! ,factory tint setting always high
3943,3943,2,Mortynight_Run,2,13,Random Jerry:,  Very funny! ,funny
3944,3944,2,Mortynight_Run,2,13,Jerry:,Here comes another funny... ,comes another funny
3945,3945,2,Mortynight_Run,2,13,Other Jerry:,"Hahaha! Oh, this place is great. ",hahaha oh place great
3946,3946,2,Mortynight_Run,2,13,Jerry:,I almost wish I could stay longer than one day. ,almost wish could stay longer one day
3947,3947,2,Mortynight_Run,2,13,Other Jerry:,  You just might. ,might
3948,3948,2,Mortynight_Run,2,13,Jerry:,W-What do you mean? ,w-what mean
3951,3951,2,Mortynight_Run,2,13,Other Jerry:,These are the Jerrys whose Ricks and Mortys never came back.   ...They live here now. ,jerrys whose ricks mortys never came back live
3952,3952,2,Mortynight_Run,2,13,Jerry:,Uuuum... ,uuuum
3983,3983,2,Mortynight_Run,2,13,Jerry:,  I can't believe Rick did this. This is the eighth to the last straw. ,ca believe rick eighth last straw
3984,3984,2,Mortynight_Run,2,13,Bearded Jerry:,Ante up. ,ante
3985,3985,2,Mortynight_Run,2,13,Jerry:,You know what?   I say we escape. ,know say escape
3987,3987,2,Mortynight_Run,2,13,Bearded Jerry:,"If you want to leave, you can just go out the front door. ",want leave go front door
3988,3988,2,Mortynight_Run,2,13,Tank-top Jerry:,You think we're kept here against our will? That would be illegal. ,think kept would illegal
3989,3989,2,Mortynight_Run,2,13,Jerry:,"But... If you can leave, then why are you still here? ",leave still
3990,3990,2,Mortynight_Run,2,13,Buzzcut Jerry:,Same reason as you.   ...We're Jerrys. ,reason jerrys
3994,3994,2,Mortynight_Run,2,13,Jerry:,I'm leaving. ,leaving
3995,3995,2,Mortynight_Run,2,13,Jerry-Sitter:,"Okay then, that was always allowed. ",okay always allowed
4025,4025,2,Mortynight_Run,2,13,Jerry:,"Um... Earth, please? ",um earth please
4027,4027,2,Mortynight_Run,2,13,Jerry:,Um... Is this... Do I pay? ,um pay
4029,4029,2,Mortynight_Run,2,13,Jerry:,Sorry! ,sorry
4032,4032,2,Mortynight_Run,2,13,Jerry:,Hmm. Hmm...   ,hmm hmm
4037,4037,2,Mortynight_Run,2,13,Jerry:,What do you want? ,want
4040,4040,2,Mortynight_Run,2,13,Jerry:,Oh!   Ahahaaaahhhhh.... ,oh ahahaaaahhhhh
4046,4046,2,Mortynight_Run,2,13,Tank-top Jerry:,"Hey, are you the one that left? ",hey one left
4048,4048,2,Mortynight_Run,2,13,Tank-top Jerry:,I get it. It's... uh... a hassle out there. ,get uh hassle
4049,4049,2,Mortynight_Run,2,13,Jerry:,  Right? Who needs that? ,right needs
4050,4050,2,Mortynight_Run,2,13,Other Jerrys:,  Right? Not me. ,right
4052,4052,2,Mortynight_Run,2,13,Jerry:,Uh... Who are you? ,uh
4054,4054,2,Mortynight_Run,2,13,Jerry:,...Geez... ,geez
4056,4056,2,Mortynight_Run,2,13,Jerry:,"Oh. Uh, well, is there an Aux input? ",oh uh well aux input
4057,4057,2,Mortynight_Run,2,13,Tank-top Jerry:,"I tried that, but there's two different colors. ",tried two different colors
4059,4059,2,Mortynight_Run,2,13,Various Jerrys:,Uh... There's two different colors. ,uh two different colors
4096,4096,2,Mortynight_Run,2,13,Jerry:,"Mm, I missed you. Hey, Rick. ",mm missed hey rick
4098,4098,2,Mortynight_Run,2,13,Jerry:,I'd like that. ,like
4106,4106,2,Mortynight_Run,2,13,Jerrys:,"Uh... W-wait, what? ",uh w-wait
4168,4168,2,Auto_Erotic_Assimilation,3,14,Jerry:,"I'm trying to find our weed whacker, 'cause our weeds are wack, yo.",trying find weed whacker weeds wack yo
4170,4170,2,Auto_Erotic_Assimilation,3,14,Jerry:,I can't?,ca
4172,4172,2,Auto_Erotic_Assimilation,3,14,Jerry:,"What's he gonna do, crash rent-free at his other family's house? ",gonna crash rent-free family house
